keyword,city,source_file,ranking,title,link,snippet,business_name,rating,review_count,official_website,top_3_reviews,profile_updates,attributes,product_listings,name,reviews,domain,domain_authority,page_authority,spam_score,backlinks_count,referring_domains,pages_to_domain,top_backlinks,trust_flow
cryptocurrency solicitor,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,10,"Gregory Grigoryants, Tax Attorney - Sherman Oaks, California ...",https://taxcure.com/professionals/gregory-grigoryants/profile,"Gregory Grigoryants is a licensed Tax Attorney located in Sherman Oaks, California. See reviews, education, tax experience, tax specialties & more.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,taxcure.com,39,44,7,22367,1986,238621,,
cryptolawyers,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,1,"TOP 10 BEST Crypto Lawyer near Sherman Oaks, Los Angeles, CA ...",https://m.yelp.com/search?find_desc=Crypto+Lawyer&find_loc=Sherman+Oaks%2C+Los+Angeles%2C+CA,"Top 10 Best Crypto Lawyer in Los Angeles, CA - March 2025 - Yelp - Leading Tax Group, The Tax Law Offices of David W Klasing, PC, Semper Tax Relief, ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,m.yelp.com,0,0,0,0,0,0,,
cryptolawyers,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,2,Stubbs Alderton & Markiles Attorneys Assist Clients With Every ...,https://stubbsalderton.com/,"Stubbs Alderton & Markiles Attorneys specialize in corporate, VC, M&A, Business Litigation, Intellectual Property, Entertainment, Public Securities.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stubbsalderton.com,37,39,8,9657,586,143752,,
cryptolawyers,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,3,"Crypto, NFT & Metaverse Lawyer - Vondran Legal",https://www.vondranlegal.com/crypto-lawyer,"Call us for Crypto & Blockchain Disputes, Metaverse, Cyrpto Arbitration, False Advertising, Unfair Competition, and Copyright NFT Disputes.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,vondranlegal.com,36,40,1,22526,1780,149128,,
cryptolawyers,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,4,Bitcoin Tax Attorney in Sherman Oaks - Leading Tax Group,https://www.leadingtaxgroup.com/most-experienced-bitcoin-tax-experts/sherman-oaks/,"Leading Tax Group has offices located in Sherman Oaks, our tax attorney has plenty of Bitcoin experience and can help if you are going through a audit or need ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
cryptolawyers,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,5,"TOP 10 BEST Crypto Lawyer near Hollywood Hills West, Los ... - Yelp",https://m.yelp.com/search?find_desc=Crypto+Lawyer&find_loc=Hollywood+Hills+West%2C+Los+Angeles%2C+CA,"Best Crypto Lawyer near Hollywood Hills West, Los Angeles, CA ; Leading Tax Group. 5.0 (45 reviews) ; The Tax Law Offices of David W Klasing, PC. 4.7 (51 reviews).",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,m.yelp.com,0,0,0,0,0,0,,
cryptolawyers,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,6,"Cryptocurrency Attorney in Los Angeles, CA",https://dyounglaw.net/practice-areas/cryptocurrency/,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,dyounglaw.net,17,31,6,4051,120,4903,,
cryptolawyers,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,8,Adrian Cyhan - Sherman Oaks - Super Lawyers profiles,https://profiles.superlawyers.com/california/sherman-oaks/lawyer/adrian-r-cyhan/fc429fd1-b568-4f6d-9020-2b8a2ceda6d0.html,"Adrian Cyhan is one of the top rated Technology Transactions attorneys in Sherman Oaks, CA. He has met the stringent Super Lawyers selection criteria.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,profiles.superlawyers.com,0,0,0,0,0,0,,
cryptolawyers,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,10,Tax Experts Whom Include IRS Tax Auditors & Attorney in Sherman ...,https://www.leadingtaxgroup.com/sherman-oaks/,"Leading Tax Group is a group of tax experts, whom include former IRS tax attorneys in Sherman Oaks, CA offers free consultations & representation during audits ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
cryptocurrency law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,1,Stubbs Alderton & Markiles Attorneys Assist Clients With Every ...,https://stubbsalderton.com/,"Stubbs Alderton & Markiles Attorneys specialize in corporate, VC, M&A, Business Litigation, Intellectual Property, Entertainment, Public Securities.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stubbsalderton.com,37,39,8,9657,586,143752,,
cryptocurrency law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,2,Sherman Oaks Cryptocurrency Tax Expert – Audit Attorney,https://www.leadingtaxgroup.com/the-best-cryptocurrency-tax-experts/sherman-oaks/,Our cryptocurrency tax expert in Sherman Oaks has been helping investors avoid penalties and protect their assets from the IRS for years. Crypto tax laws and ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
cryptocurrency law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,3,Bitcoin Tax Attorney in Sherman Oaks - Leading Tax Group,https://www.leadingtaxgroup.com/most-experienced-bitcoin-tax-experts/sherman-oaks/,"Leading Tax Group has offices located in Sherman Oaks, our tax attorney has plenty of Bitcoin experience and can help if you are going through a audit or need ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
cryptocurrency law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,4,"Crypto, NFT & Metaverse Lawyer - Vondran Legal",https://www.vondranlegal.com/crypto-lawyer,"Call us for Crypto & Blockchain Disputes, Metaverse, Cyrpto Arbitration, False Advertising, Unfair Competition, and Copyright NFT Disputes.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,vondranlegal.com,36,40,1,22526,1780,149128,,
cryptocurrency law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,5,"Cryptocurrency Accounting Services - Thousand Oaks, CA Law Firm",http://www.law-grossman.com/cryptocurrency.php,"Thousand Oaks, CA Law Firm | Cryptocurrency Accounting Services Page | Law Office of Richard. Call Us Today (805) 309-2830. Cryptocurrency Accounting Services.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,law-grossman.com,2,16,-1,9,9,9,,
cryptocurrency law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,6,"Cryptocurrency Attorney in Los Angeles, CA",https://dyounglaw.net/practice-areas/cryptocurrency/,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,dyounglaw.net,17,31,6,4051,120,4903,,
cryptocurrency law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,7,Fintech Law Firm | Financial Technology - Skadden Arps,https://www.skadden.com/capabilities/practices/financial-services/cc/fintech,"Skadden provides the legal solutions necessary for FinTech clients to keep up with constantly evolving platforms, technologies and services.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,skadden.com,60,52,7,202467,11131,740725,,
cryptocurrency law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,8,Top Legal Services in Thousand Oaks | Experienced Law Firm,https://www.thebulldog.law/law-firm-in-thousand-oaks,"In need of legal assistance in Thousand Oaks? Our firm specializes in immigration, personal injury, criminal defense, and cryptocurrency law.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,thebulldog.law,24,42,4,17159,1218,90357,,
cryptocurrency law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,9,"Kazerouni Law Group, APC.: California Consumer Protection ...",https://www.kazlg.com/,Kazerouni Law Group APC is one of the nation's leading consumer protection law firms with over 15 years of experience.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,kazlg.com,31,40,1,4846,832,10307,,
cryptocurrency law firm,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,10,Blockchain & Digital Assets - Perkins Coie,https://perkinscoie.com/industries/blockchain-digital-assets,We have been legal counsel to the first blockchain projects conceived and continue to advise a wide range of digital asset clients.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,perkinscoie.com,59,54,1,372879,13563,1754968,,
crypto recovery lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,1,"Crypto, NFT & Metaverse Lawyer - Vondran Legal",https://www.vondranlegal.com/crypto-lawyer,"To discuss your case in confidence, call us at (877) 276-5084 or fill out our contact form and we will contact you. We have been handling technology and IP law ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,vondranlegal.com,36,40,1,22526,1780,149128,,
crypto recovery lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,2,Bitcoin Tax Attorney in California - Leading Tax Group,https://www.leadingtaxgroup.com/bitcoin-tax-attorney/,We are experts in all California laws relating to Bitcoin policy and can help you make the right decisions for yourself and your business.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
crypto recovery lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,3,Bitcoin and Crypto Lawyers /Attorneys | Dilendorf Law Firm,https://dilendorf.com/blockchain-crypto/bitcoin-lawyers.html,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,dilendorf.com,29,40,1,22121,768,30717,,
crypto recovery lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,4,Top Legal Services in Thousand Oaks | Experienced Law Firm,https://www.thebulldog.law/law-firm-in-thousand-oaks,"In need of legal assistance in Thousand Oaks? Our firm specializes in immigration, personal injury, criminal defense, and cryptocurrency law.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,thebulldog.law,24,42,4,17159,1218,90357,,
crypto recovery lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,5,"Crypto Law Experts | Elevate Legal Services, PLLC",https://elawfirm.org/crypto-law-experts/,"At Elevate Legal Services, PLLC, we specialize in recovering lost or stolen cryptocurrency assets. Our team consists of seasoned experts with lots of experience ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,elawfirm.org,52,45,4,19806,965,69096,,
crypto recovery lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,6,Silver Miller Law Firm: Cryptocurrency Loss & Investment Fraud ...,https://www.silvermillerlaw.com/,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,silvermillerlaw.com,37,36,1,3418,862,8726,,
crypto recovery lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,7,Los Angeles Cyber Crime Lawyer | Cryptocurrency Crime Defense,https://www.libertybelllaw.com/cyber-crimes/cryptocurrency/,Accused of Cryptocurrency currency crime? Talk to a Trusted Cyber Crime Lawyer in Los Angeles. Call LibertyBell Law Group - (530) 309-1156.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,libertybelllaw.com,31,38,38,9003,640,41566,,
crypto recovery lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,8,"Schimmel & Parks, APLC: Sherman Oaks Business & Civil Litigators ...",https://www.spattorneys.com/,"Schimmel & Parks, APLC, in Sherman Oaks, California handles civil cases as well as business disputes. We can help you. Call us today at 818-922-8544.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,spattorneys.com,14,26,2,1340,94,12212,,
crypto recovery lawyer,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,10,Erin West's Post - LinkedIn,https://www.linkedin.com/posts/erinnordbywest_philadelphia-attorney-tells-lawmakers-how-activity-7131823426700267520-pKT2,I'm just a local deputy and financial crimes detective in North Carolina. I can honestly say that becoming part of the Crypto Coalition has been ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,linkedin.com,99,99,1,20588121687,16340490,20590032629,,
cryptocurrency attorney,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,1,"TOP 10 BEST Crypto Lawyer near Sherman Oaks, Los Angeles, CA ...",https://m.yelp.com/search?find_desc=Crypto+Lawyer&find_loc=Sherman+Oaks%2C+Los+Angeles%2C+CA,"All ""Crypto Lawyer"" results near me in Sherman Oaks, Los Angeles, California - March 2025. Showing 1-10 of 10 · Leading Tax Group.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,m.yelp.com,0,0,0,0,0,0,,
cryptocurrency attorney,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,2,Sherman Oaks Cryptocurrency Tax Expert – Audit Attorney,https://www.leadingtaxgroup.com/the-best-cryptocurrency-tax-experts/sherman-oaks/,Our cryptocurrency tax expert in Sherman Oaks has been helping investors avoid penalties and protect their assets from the IRS for years. Crypto tax laws and ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
cryptocurrency attorney,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,3,Stubbs Alderton & Markiles Attorneys Assist Clients With Every ...,https://stubbsalderton.com/,"Stubbs Alderton & Markiles Attorneys specialize in corporate, VC, M&A, Business Litigation, Intellectual Property, Entertainment, Public Securities.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stubbsalderton.com,37,39,8,9657,586,143752,,
cryptocurrency attorney,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,4,Bitcoin Tax Attorney in Sherman Oaks - Leading Tax Group,https://www.leadingtaxgroup.com/most-experienced-bitcoin-tax-experts/sherman-oaks/,"Leading Tax Group has offices located in Sherman Oaks, our tax attorney has plenty of Bitcoin experience and can help if you are going through a audit or need ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,leadingtaxgroup.com,25,35,49,13914,832,13914,,
cryptocurrency attorney,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,5,"Cryptocurrency Attorney in Los Angeles, CA",https://dyounglaw.net/practice-areas/cryptocurrency/,Missing: Sherman Oaks,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,dyounglaw.net,17,31,6,4051,120,4903,,
cryptocurrency attorney,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,6,"Crypto, NFT & Metaverse Lawyer - Vondran Legal",https://www.vondranlegal.com/crypto-lawyer,"Call us for Crypto & Blockchain Disputes, Metaverse, Cyrpto Arbitration, False Advertising, Unfair Competition, and Copyright NFT Disputes.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,vondranlegal.com,36,40,1,22526,1780,149128,,
cryptocurrency attorney,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,7,Neil Elan Discusses Crypto Regulation Shift in Bloomberg Law,https://stubbsalderton.com/neil-elan-discusses-crypto-regulation-shift-in-bloomberg-law/,"Neil Elan, Partner at Stubbs Alderton & Markiles LLP, recently shared his expertise with Bloomberg Law on cryptocurrency regulation under ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stubbsalderton.com,37,39,8,9657,586,143752,,
cryptocurrency attorney,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,8,Cryptocurrency Accounting Services - Richard Grossman Law Offices,https://www.law-grossman.com/cryptocurrency.php,"Tax Preparation and Accounting Services for Digital and Virtual Currency Transactions. The rise of cryptocurrencies such as Bitcoin, Ethereum, Binance Coin, ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,law-grossman.com,2,16,-1,9,9,9,,
cryptocurrency attorney,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,9,Bulldog Law: Personal Injury Attorneys California,https://www.thebulldog.law/,"We offer criminal defense, immigration, personal injury and cryptocurrency legal services in both English and Spanish. Call us at (888) 928-1609 for a free ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,thebulldog.law,24,42,4,17159,1218,90357,,
cryptocurrency attorney,Sherman Oaks,Crypto-HighVolume-- Sherman Oaks.xlsx,10,Sherman Oaks Property Division Lawyer,https://dblawcorp.com/sherman-oaks-property-division-attorney/,Get expert guidance on property division matters in Sherman Oaks. Our skilled lawyers specialize in resolving complex legal issues. Contact us today.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,dblawcorp.com,23,20,1,3135,147,7510,,
breach of contract attorney sherman oaks,Sherman Oaks,business law Long tail -- Sherman Oaks.xlsx,2,"THE BEST 10 Contract Law near SHERMAN OAKS, LOS ANGELES ...",https://m.yelp.com/search?cflt=contractlaw&find_loc=Sherman+Oaks%2C+Los+Angeles%2C+CA,"The Best 10 Contract Law near Sherman Oaks, Los Angeles, CA · Grant Shenon Law Firm · Law Office Of Melissa C Marsh · Law Offices of Benjamin N Sternberg · Law ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,m.yelp.com,0,0,0,0,0,0,,
breach of contract attorney sherman oaks,Sherman Oaks,business law Long tail -- Sherman Oaks.xlsx,3,"Sherman Oaks Contract Dispute Lawyer - Schimmel & Parks, APLC",https://www.spattorneys.com/construction-and-real-estate-defects/contract-disputes/,"To learn more about our contract dispute services or to speak with our attorneys, email us or call our office at 818-922-8544. Practice Areas. Abuse & Neglect ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,spattorneys.com,14,26,2,1340,94,12212,,
breach of contract attorney sherman oaks,Sherman Oaks,business law Long tail -- Sherman Oaks.xlsx,4,Breach of Contract Attorney Los Angeles | Counts Law Firm PC,https://www.countslawfirm.com/los-angeles-business-law-attorney/breach-of-contract-fraud/,"Counts Law Firm has substantial experience resolving thousands of breach of contract, fraud, and unfair business practice cases in Los Angeles County courts.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,countslawfirm.com,20,28,1,464,125,2291,,
breach of contract attorney sherman oaks,Sherman Oaks,business law Long tail -- Sherman Oaks.xlsx,5,Sherman Oaks | The Soffer Law Firm,https://www.soffer-law.com/service-areas/sherman-oaks/,"The Soffer Law Firm, through attorney Benjamin Soffer, represents clients located in the Sherman Oaks area in cases involving accidents, personal injuries and ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,soffer-law.com,14,26,1,497,56,2899,,
breach of contract attorney sherman oaks,Sherman Oaks,business law Long tail -- Sherman Oaks.xlsx,7,"TOP 10 BEST Breach of Contract Attorney near Sherman Oaks, Los ...",https://m.yelp.com/search?find_desc=Breach+Of+Contract+Attorney&find_loc=Sherman+Oaks%2C+Los+Angeles%2C+CA,"Top 10 Best Breach of Contract Attorney in Los Angeles, CA - January 2025 - Yelp - The Horowitz Law Firm, Rudoy Law, Law Office of Eduard Braun, ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,m.yelp.com,0,0,0,0,0,0,,
